Store Name,Address,Region,Product,Draw Date,Value
WESTHEIGHTS CONVENIENCE,450 WESTHEIGHTS DR N2N-2B9 KITCHENER,KITCHENER,Lotto 649,13-May-2023,25000.0
YOUNG FOOD MART,4190 KINGSTON RD M1E-4W1 SCARBOROUGH,SCARBOROUGH,Daily Keno,15-Jul-2023,25000.0
GATEWAY LOTTO,35ST BLOOR ST E M4W-1A9 TORONTO,TORONTO,Lotto 649,25-Mar-2023,23635.3
KAVIYAM CONVENIENCE STORE INC.,2 QUAKER VILLAGE DR L9P-1A1 UXBRIDGE,UXBRIDGE,Lotto 649,25-Mar-2023,23635.3
PETRO CAN CREDITSTONE,2651 RUTHERFORD RD L4K-2N6 CONCORD,CONCORD,Lotto 649,25-Mar-2023,23635.3
PETRO CANADA,765 GARDINERS RD K7M-3Y5 KINGSTON,KINGSTON,Lotto 649,25-Mar-2023,23635.3
ULTRAMAR ON THE RUN,150 CONSUMERS DR L1N-9S3 WHITBY,WHITBY,Lotto 649,25-Mar-2023,23635.3
BAYSVILLE COUNTRY STORE,2611 MUSKOKA DISTRICT ROA P0B-1A0 BAYSVILLE,BAYSVILLE,Pick 4,22-Jul-2023,20000.0
BCC LOTTO CENTRE,25 PEEL CENTRE DR L6T-3R5 BRAMPTON,BRAMPTON,Pick 4,02-May-2023,20000.0
CANADIAN PETROLEUM,4919 STEELES AVE E M1V-4Z4 SCARBOROUGH,SCARBOROUGH,Pick 4,29-Apr-2023,20000.0
CANADIAN TIRE GAS BAR #1118,274 FOURTH AVE L2R-6P9 ST CATHARINES,CATHARINES,Daily Keno,09-Jun-2023,20000.0
CIRCLE K #68050,100 CASTLEFRANK RD K2L-2V6 KANATA,KANATA,Daily Keno,26-Jul-2023,20000.0
CIRCLE K #68050,100 CASTLEFRANK RD K2L-2V6 KANATA,KANATA,Daily Keno,26-Jul-2023,20000.0
CIRCLE K #68050,100 CASTLEFRANK RD K2L-2V6 KANATA,KANATA,Daily Keno,26-Jul-2023,20000.0
COLBORNE ESSO AND CONVENIENCE,109 KING ST E K0K-1S0 COLBORNE,COLBORNE,Pick 4,04-Jul-2023,20000.0
D & DALSY MART,4365 BRANDON GATE DR L4T-3K6 MISSISSAUGA,MISSISSAUGA,Pick 4,16-Mar-2023,20000.0
DAISY FRESH CONVENIENCE,1980 ROSEFIELD RD L1V-3M4 PICKERING,PICKERING,Pick 4,06-Mar-2023,20000.0
GATEWAY NEWSTANDS,419 KING ST W L1J-2K5 OSHAWA,OSHAWA,Pick 4,21-Jun-2023,20000.0
MAC'S CIGAR STORE,1625 DUNDAS ST W M6K-1V2 TORONTO,TORONTO,Pick 4,29-Mar-2023,20000.0
MAC'S CIGAR STORE,1625 DUNDAS ST W M6K-1V2 TORONTO,TORONTO,Pick 4,30-Apr-2023,20000.0
MAC'S NEW LISKEARD,14 PAGET ST S P0J-1P0 NEW LISKEARD,LISKEARD,GOLDEN JP,31-2333,20000.0
MR. CONVENIENCE,1474 PICKWICK DR L5V-2G2 MISSISSAUGA,MISSISSAUGA,Pick 4,21-Apr-2023,20000.0
PETRO CANADA,1095 DON MILLS RD M3C-1W7 NORTH YORK,YORK,Pick 4,23-Jun-2023,20000.0
PETRO CANADA,7314 MARKHAM RD L3S-4V7 MARKHAM,MARKHAM,Pick 4,15-Aug-2023,20000.0
RAINBOW VARIETY,249 VAUXHALL DR M1P-1R6 SCARBOROUGH,SCARBOROUGH,Pick 4,24-Apr-2023,20000.0
SDM #922 - RIMROCK PLAZA,1115 LODESTAR RD M3J-0G9 NORTH YORK,YORK,Pick 4,14-Mar-2023,20000.0
SHELL GAS STATION,909 WILSON AVE M3K-1E6 NORTH YORK,YORK,Pick 4,14-Aug-2023,20000.0
SIJ DAISY MART,420 7 HWY E L4B-3K2 RICHMOND HILL,HILL,Pick 4,12-Apr-2023,20000.0
SUNNY VARIETY & GROCERY,668 SHEPPARD AVE W M3H-2S5 NORTH YORK,YORK,Pick 4,28-Jul-2023,20000.0
VAN WART'S YOUR INDEPENDENT GROCER,235 GORE RD K7L-5H6 KINGSTON,KINGSTON,BINGO MULTIP,31-3080,20000.0
CIRCLE K #1739,33 HUNTER ST E K9H-1G4 PETERBOROUGH,PETERBOROUGH,Poker Lotto All In,15-Mar-2023,19992.9
BURK'S SHELL,465 SABLE RD P0P-1P0 MASSEY,MASSEY,Poker Lotto All In,16-Mar-2023,19462.2
MEL ROSA VARIETY,140 LA ROSE AVE M9P-1B2 ETOBICOKE,ETOBICOKE,Poker Lotto All In,16-Mar-2023,18430.6
PETRO CANADA,39 MAIN ST E L0G-1A0 BEETON,BEETON,Poker Lotto All In,08-Mar-2023,18189.1
FRIEND'S CONVENIENCE,2400 GUELPH LINE L7P-4M7 BURLINGTON,BURLINGTON,Poker Lotto All In,20-Mar-2023,18150.3
CIRCLE K #52 - 9TH AVE E,1596 9TH AVE E N4K-3G3 OWEN SOUND,SOUND,Poker Lotto All In,21-Mar-2023,18034.2
SHELL SELECT,204 GROVE ST E L4M-2P9 BARRIE,BARRIE,Lotto 649,12-Aug-2023,17961.3
COTTAM GAS & VARIETY,100 COUNTY RD 34 N0R-1B0 COTTAM,COTTAM,Poker Lotto All In,17-Mar-2023,17930.5
WENQING ZHENG VARIETY STORE,24164 WOODBINE AVE L4P-3C9 KESWICK,KESWICK,Poker Lotto All In,07-Mar-2023,17690.7
BRADFORD #1 SMOKE &  VARIETY,189 HOLLAND ST L3Z-1X8 BRADFORD,BRADFORD,Poker Lotto All In,02-Mar-2023,17360.9
ESSO/CIRCLE K #52669,1149 MORNINGSIDE AVE M1B-5J3 SCARBOROUGH,SCARBOROUGH,Poker Lotto All In,26-Jul-2023,17079.6
SUMON CONVENIENCE STORE,2950 KENNEDY RD M1V-1T1 SCARBOROUGH,SCARBOROUGH,Poker Lotto All In,16-Apr-2023,16805.9
KENDALWOOD SMOKERS CORNER,1801 DUNDAS ST E L1N-7C5 WHITBY,WHITBY,Poker Lotto All In,08-Mar-2023,16776.4
RONA TUCK SHOP,11 ARLETA AVE M3L-2E3 NORTH YORK,YORK,Poker Lotto All In,17-Apr-2023,16623.4
SHELL PORT HOPE,156 TORONTO RD L1A-3S5 PORT HOPE,HOPE,Poker Lotto All In,03-Mar-2023,16528.8
GIANT TIGER #14 CARLETON PLACE,320 COLEMAN ST K7C-0B5 CARLETON PLACE,PLACE,Poker Lotto All In,17-Mar-2023,16454.7
SDM #992 - SUNRISE CENTRE,1400 OTTAWA ST S N2E-4E2 KITCHENER,KITCHENER,Poker Lotto All In,02-Mar-2023,16434.3
BIG BEE CONVENIENCE,66 MALL RD L8V-5B9 HAMILTON,HAMILTON,Poker Lotto All In,21-Mar-2023,16355.0
CNIB WM - MIDLAND,16845 HWY 12 L4R-4K3 MIDLAND,MIDLAND,Lotto 649,16-Aug-2023,16331.5
SOBEYS #715 ALGONQUIN,1899 ALGONQUIN AVE P1B-4Y8 NORTH BAY,BAY,Poker Lotto All In,11-Mar-2023,16265.0
IDA STANBURY PHARMACY,1032 PAPE AVE M4K-3W2 EAST YORK,YORK,Poker Lotto All In,26-Jul-2023,15887.5
ON THE GO CONVENIENCE,15 LOCKPORT WAY L8E-0H8 STONEY CREEK,CREEK,Poker Lotto All In,09-Mar-2023,15857.0
RCS #562 - CHATHAM,791 ST. CLAIR ST N7M-5J7 CHATHAM,CHATHAM,Poker Lotto All In,17-Mar-2023,15246.2
KENDAL VARIETY,3 MILL ST L0A-1E0 KENDAL,KENDAL,Poker Lotto All In,11-Mar-2023,15199.5
BECKER'S,112 GARAFRAXA ST N0G-1R0 DURHAM,DURHAM,Poker Lotto All In,01-May-2023,15001.7
AGA VARIETY,2090 DANFORTH AVE M4C-1J9 TORONTO,TORONTO,Pick 4,27-Jun-2023,15000.0
ARNIE'S SMOKE SHOP,6677 MEADOWVALE TOWN CENT L5N-2R5 MISSISSAUGA,MISSISSAUGA,Pick 4,10-Mar-2023,15000.0
AVONDALE GREENHILL,399 GREENHILL AVE L8K-6N5 HAMILTON,HAMILTON,Pick 4,08-Mar-2023,15000.0
BRISTOL MARKET,512 BRISTOL RD W L5R-3Z1 MISSISSAUGA,MISSISSAUGA,Pick 4,15-Mar-2023,15000.0
CIRCLE K #1019 - TAPSCOTT,31 TAPSCOTT RD M1B-4Y7 SCARBOROUGH,SCARBOROUGH,Pick 4,13-Jun-2023,15000.0
CIRCLE K #1280 - GREENBANK,299 GREENBANK RD K2H-8K9 NEPEAN,NEPEAN,Pick 4,13-Apr-2023,15000.0
CIRCLE K #60249 - EGLINTON,2900 EGLINTON AVE E M1J-2E4 SCARBOROUGH,SCARBOROUGH,Pick 4,10-Apr-2023,15000.0
COLBORNE ESSO AND CONVENIENCE,109 KING ST E K0K-1S0 COLBORNE,COLBORNE,Pick 4,04-Jul-2023,15000.0
CORNER DISCOUNT,1333A DUNDAS ST W M6J-1X8 TORONTO,TORONTO,Pick 4,09-May-2023,15000.0
FINCH MAIN CONVENIENCE,2437 FINCH AVE W M9M-2E7 NORTH YORK,YORK,Pick 4,14-Apr-2023,15000.0
GLO-HAR CONVENIENCE STORE,1888 KENNEDY RD M1P-2L8 SCARBOROUGH,SCARBOROUGH,Pick 4,01-Jun-2023,15000.0
GORMANVILLE GROCERY,504 GORMANVILLE RD P1B-4V5 NORTH BAY,BAY,BINGO MULTIP,31-3080,15000.0
JF VARIETY,1911 FINCH AVE W M3N-2V2 NORTH YORK,YORK,Pick 4,29-Apr-2023,15000.0
KILBRIDE COUNTRY STORE,2090 KILBRIDE ST L7P-0J1 BURLINGTON,BURLINGTON,Pick 4,06-Mar-2023,15000.0
KITCHEN FOOD FAIR,45 OVERLEA BLVD M4H-1C3 TORONTO,TORONTO,Pick 4,23-Apr-2023,15000.0
LUCKY LOTTERY CENTER,5085 SHEPPARD AVE E M1S-4N8 SCARBOROUGH,SCARBOROUGH,Pick 4,17-Apr-2023,15000.0
PETRO CAN SHEPPARD,3905 SHEPPARD AVE E M1T-3L5 SCARBOROUGH,SCARBOROUGH,Pick 4,10-Jul-2023,15000.0
PETRO CANADA,925 SIMCOE ST N L1G-4W3 OSHAWA,OSHAWA,Pick 4,25-May-2023,15000.0
SDM #857 - KIPLING CENTRE,123 REXDALE BLVD M9W-1P1 ETOBICOKE,ETOBICOKE,Pick 4,04-Jul-2023,15000.0
SHELL,1805 VICTORIA PARK AVE M1R-1T3 SCARBOROUGH,SCARBOROUGH,Pick 4,14-Jul-2023,15000.0
SHELL SELECT,1501 WELLINGTON ST E L4G-7B8 AURORA,AURORA,Pick 4,07-May-2023,15000.0
SHELL SELECT,408 HWY 7  E L4B-1A7 RICHMOND HILL,HILL,Pick 4,10-Apr-2023,15000.0
WEG - WOODBINE RACETRACK,555 REXDALE BLVD M9W-5L2 ETOBICOKE,ETOBICOKE,Pick 4,11-Mar-2023,15000.0
WESTON DEPARTMENT STORE,1925 WESTON RD M9N-1W7 YORK,YORK,Pick 4,19-May-2023,15000.0
SDM #777 - ROCKWOOD MALL,4141 DIXIE RD L4W-1V5 MISSISSAUGA,MISSISSAUGA,Poker Lotto All In,21-Mar-2023,14947.4
GIANT TIGER #231 BRAMPTON,499 MAIN ST S L6Y-1N7 BRAMPTON,BRAMPTON,Poker Lotto All In,03-Mar-2023,14910.7
GOLDIE'S VARIETY,679 MOHAWK RD E L8V-2K6 HAMILTON,HAMILTON,Poker Lotto All In,26-Jul-2023,14634.8
BRISTOL MARKET,512 BRISTOL RD W L5R-3Z1 MISSISSAUGA,MISSISSAUGA,Poker Lotto All In,25-Aug-2023,13999.4
ESSO/CIRCLE K# 52388,2471 BARTON ST E L8E-2X1 HAMILTON,HAMILTON,Poker Lotto All In,02-May-2023,13877.9
SDM #1466 - CHINGUACOUSY & CHAROLAIS,520 CHAROLAIS BLVD L6Y-0R5 BRAMPTON,BRAMPTON,Poker Lotto All In,03-Mar-2023,13723.1
FOOD BASICS #893 - DUNNVILLE,107 BRIDGE ST N1A-2G9 DUNNVILLE,DUNNVILLE,Poker Lotto All In,26-Jul-2023,13565.8
HASTY SHEPPARD E,2926 SHEPPARD AVE E M1T-3J4 SCARBOROUGH,SCARBOROUGH,Poker Lotto All In,02-May-2023,12980.5
CANADIAN  TIRE GAS+,965 PEMBROKE ST E K8A-3M3 PEMBROKE,PEMBROKE,Poker Lotto All In,27-Jul-2023,12609.2
ESSO/CIRCLE K# 52511,236 GLENDALE AVE L2T-2L2 ST CATHARINES,CATHARINES,Poker Lotto All In,28-Jun-2023,11984.5
ESSO/CONVENIENCE STORE,17844 LESLIE ST L3Y-3E5 NEWMARKET,NEWMARKET,Lotto Max,09-May-2023,11833.6
CIRCLE K# 65031,615 CAMPBELL ST N0G-2H0 LUCKNOW,LUCKNOW,Poker Lotto All In,27-Jun-2023,11702.4
THICKSON HUSKY,1600 ROSSLAND RD E L1N-5R5 WHITBY,WHITBY,Poker Lotto All In,09-Apr-2023,11257.3
CTIRE GAS BAR,77 MAPLEVIEW DR W L4N-9H7 BARRIE,BARRIE,Poker Lotto All In,10-Apr-2023,11129.7
STEWART'S GENERAL STORE,25 MAIN ST P0P-2G0 WEBBWOOD,WEBBWOOD,Poker Lotto All In,25-Jun-2023,11122.9
ESSO GAS STATION,124 TILLSON AVE N4G-3A5 TILLSONBURG,TILLSONBURG,Poker Lotto All In,20-Jul-2023,11082.7
PRESTON FOOD MART,71 PRESTON ST K1R-7N8 OTTAWA,OTTAWA,Poker Lotto All In,12-Apr-2023,11022.6
AVONDALE KILLALY EAST,189 KILLALY ST E L3K-1N7 PORT COLBORNE,COLBORNE,Poker Lotto All In,24-Jun-2023,11012.0
CIRCLE K #45 - 10TH STREET E,280 10TH ST E N4K-1S5 OWEN SOUND,SOUND,Poker Lotto All In,25-Jun-2023,10913.3
WRAY'S PHARMACY,33 VICTORIA ST W L9R-1S9 ALLISTON,ALLISTON,Poker Lotto All In,22-Aug-2023,10770.7
MAC'S LISTOWEL,275 WALLACE AVE N N4W-1L1 LISTOWEL,LISTOWEL,Poker Lotto All In,07-Apr-2023,10613.1
HIGHBURY MINI MART,1141 HIGHBURY AVE N5Y-1A5 LONDON,LONDON,Poker Lotto All In,11-Apr-2023,10596.0
REXALL #1909 -  AMHERSTBURG,71 SANDWICH ST S N9V-1Z5 AMHERSTBURG,AMHERSTBURG,Poker Lotto All In,16-Jul-2023,10505.1
PETTIGREWS GARAGE,7 ALBERT ST N0J-1S0 PLATTSVILLE,PLATTSVILLE,Poker Lotto All In,17-Jul-2023,10469.9
CNIB WM - ANCASTER,1051 GARNER RD W L9G-3K9 ANCASTER,ANCASTER,Poker Lotto All In,08-Apr-2023,10301.8
GLOUCESTER INFO KIOSK,1980 OGILVIE RD K1J-9L3 GLOUCESTER,GLOUCESTER,Poker Lotto All In,19-Jul-2023,10299.3
#300 FORTINOS (EASTGATE 2012),75 CENTENNIAL PKY N L8E-2P2 HAMILTON,HAMILTON,Lottario,18-Mar-2023,10000.0
7-ELEVEN OTTAWA,925 OTTAWA ST N8X-2E2 WINDSOR,WINDSOR,Lottario,01-Jul-2023,10000.0
A & H CONVENIENCE STORE,70 PLUNKETT RD M9L-2J5 NORTH YORK,YORK,Daily Keno,12-Apr-2023,10000.0
ALBION KITCHEN FOOD FAIR #196,6210 FINCH AVE W M9V-0A1 ETOBICOKE,ETOBICOKE,Pick 4,27-Jun-2023,10000.0
ALICE AND EMILY COMPANY,654 MACKAY ST K8A-1G4 PEMBROKE,PEMBROKE,Daily Keno,07-Aug-2023,10000.0
ALLISTON HUSKY,514 VICTORIA ST E L9R-1K1 ALLISTON,ALLISTON,Daily Keno,12-Aug-2023,10000.0
AMHERST PHARMASAVE,3485 KINGSTON RD M1M-1R4 SCARBOROUGH,SCARBOROUGH,Encore - 649,15-Mar-2023,10000.0
ANDERSON JUG CITY,728 ANDERSON ST L1N-3V6 WHITBY,WHITBY,Daily Keno,10-Aug-2023,10000.0
AU COIN VARIETY,31 PRINCIPAL ST P0H-2M0 VERNER,VERNER,Lotto 649,01-Jul-2023,10000.0
AVONDALE FONTHILL,1390 HAIST ST L0S-1E0 FONTHILL,FONTHILL,Lottario,01-Jul-2023,10000.0
AVONDALE HWY 8/GATESHEAD,184 8 HWY L8G-1C3 STONEY CREEK,CREEK,Lotto 649,15-Jul-2023,10000.0
AVONDALE VILLAGE GREEN,1501 HWY 55 L0S-1T0 VIRGIL,VIRGIL,Encore - 649,12-Apr-2023,10000.0
AXESS GIFT & CONVENIENCE,2727 JANE ST M3L-1S3 NORTH YORK,YORK,Lotto 649,15-Jul-2023,10000.0
B-TRUST SUPERMARKET,1177 CENTRAL PKY W L5C-4P3 MISSISSAUGA,MISSISSAUGA,Pick 4,22-Aug-2023,10000.0
BALLINAFAD FARM MARKET,14303 TRAFALGER RD N0B-1H0 BALLINAFAD,BALLINAFAD,Encore - Lotto Max,25-Apr-2023,10000.0
BARTLEY SMOKE +,1 BARTLEY BULL PKY L6W-3T7 BRAMPTON,BRAMPTON,Encore - Lotto Max,14-Jul-2023,10000.0
BEAR CREEK GAS BAR,310 MELBOURNE RD N0L-1T0 MELBOURNE,MELBOURNE,Lotto 649,15-Jul-2023,10000.0
BESTWAY CONVENIENCE,110 RITCHIE AVE L1S-7G5 AJAX,AJAX,CASH IN,31-2367,10000.0
BESTWAY CONVENIENCE,110 RITCHIE AVE L1S-7G5 AJAX,AJAX,Pick 4,02-Mar-2023,10000.0
BIG BEAR FOOD MART,159 HIGHLAND RD E N2M-3W1 KITCHENER,KITCHENER,Lottario,01-Apr-2023,10000.0
BIRCHAVEN VARIETY,163 SAGE RD P1A-3A5 NORTH BAY,BAY,Encore - Lotto Max,06-Jun-2023,10000.0
BLUE WATER BRIDGE DUTY FREE SHOP,2 BRIDGE ST N7V-4J5 POINT EDWARD,EDWARD,Lottario,10-Jun-2023,10000.0
BOB'S VARIETY,3364 KEELE ST M3J-1L5 NORTH YORK,YORK,Daily Keno,21-Mar-2023,10000.0
BUSY BEE VARIETY,100 PLAINS RD W L7T-0A5 BURLINGTON,BURLINGTON,Encore - Lotto Max,30-May-2023,10000.0
BUSY BEE VARIETY,100 PLAINS RD W L7T-0A5 BURLINGTON,BURLINGTON,Lotto 649,01-Jul-2023,10000.0
CALEDON EAST FOODLAND,15771 AIRPORT RD L7C-1K2 CALEDON EAST,EAST,Lotto 649,01-Jul-2023,10000.0
CAMILLA HUSKY,155 NORTH SERVICE RD L5A-1A2 MISSISSAUGA,MISSISSAUGA,Pick 4,08-Jul-2023,10000.0
CANADIAN TIRE GAS BAR #1113,255 GARRISON RD L2A-1M9 FORT ERIE,ERIE,Encore - Lotto Max,11-Aug-2023,10000.0
CANADIAN TIRE GAS BAR KENORA,1201 HIGHWAY 17  E P9N-1L9 KENORA,KENORA,Encore - 649,05-Apr-2023,10000.0
CANADIAN TIRE GAS BAR PLUS #1059,95 YOUNG ST L9R-0E9 ALLISTON,ALLISTON,Encore - 649,08-Jul-2023,10000.0
CANADIAN TIRE GAS+,1176 HERON RD K1V-6B2 OTTAWA,OTTAWA,Pick 4,22-Jul-2023,10000.0
CAPSTONE MARKET,2 CAPSTONE LANE P1H-0A2 HUNTSVILLE,HUNTSVILLE,Daily Keno,11-Apr-2023,10000.0
CENTRAL SHELL,3579 TECUMSEH RD E N8W-1H5 WINDSOR,WINDSOR,Encore - Lotto Max,13-Jun-2023,10000.0
CHOICES PLUS,1100 PEMBROKE ST E K8A-6Y7 PEMBROKE,PEMBROKE,Lottario,04-Mar-2023,10000.0
CHURCHILL'S CIGAR AND GIFT,5000 HIGHWAY 7 L3R-4M9 MARKHAM,MARKHAM,Encore - 649,01-Jul-2023,10000.0
CIRCLE K # 65050 MARKDALE,50 TORONTO ST N N0C-1H0 MARKDALE,MARKDALE,Encore - Lotto Max,02-May-2023,10000.0
CIRCLE K #10- ATHERLEY,317 ATHERLEY RD L3V-1N8 ORILLIA,ORILLIA,BONUS MONEY,31-2355,10000.0
CIRCLE K #116 - GEORGE,135 GEORGE ST N K9J-3G6 PETERBOROUGH,PETERBOROUGH,Encore - 649,03-Jun-2023,10000.0
CIRCLE K #1288,40 PIONEER DR N2P-2A4 KITCHENER,KITCHENER,BINGO MULTIP,31-3080,10000.0
CIRCLE K #1339,62 STONEHAVEN DR K2M-2Y2 KANATA,KANATA,Encore - Lotto Max,11-Aug-2023,10000.0
CIRCLE K #1339,62 STONEHAVEN DR K2M-2Y2 KANATA,KANATA,Lotto 649,29-Jul-2023,10000.0
CIRCLE K #1342 - MIDHURST,1179 BAYFIELD ST N L9X-0N5 MIDHURST,MIDHURST,Encore - 649,26-Jul-2023,10000.0
CIRCLE K #1739,33 HUNTER ST E K9H-1G4 PETERBOROUGH,PETERBOROUGH,POWER UP,31-2368,10000.0
CIRCLE K #367 - ELGIN,160 ELGIN ST K2P-2C4 OTTAWA,OTTAWA,Daily Keno,10-Apr-2023,10000.0
CIRCLE K #60309 - ISLINGTON,2428 ISLINGTON AVE M9W-3X8 ETOBICOKE,ETOBICOKE,Pick 4,13-Mar-2023,10000.0
CIRCLE K #61026 - WESTNEY ROAD,955 WESTNEY RD S L1S-3K7 AJAX,AJAX,Encore - 649,27-May-2023,10000.0
CIRCLE K #61026 - WESTNEY ROAD,955 WESTNEY RD S L1S-3K7 AJAX,AJAX,Lottario,01-Jul-2023,10000.0
CIRCLE K #63015 - KESWICK,522 THE QUEENSWAY  S L4P-2E6 KESWICK,KESWICK,Encore - Lotto Max,16-May-2023,10000.0
CIRCLE K #65049 - ALLISTON,33 YOUNG ST L9R-1B5 ALLISTON,ALLISTON,Lotto 649,22-Jul-2023,10000.0
CIRCLE K #65072,108 DAWSON RD L9W-2W6 ORANGEVILLE,ORANGEVILLE,Lotto 649,01-Jul-2023,10000.0
CIRCLE K #66087 - ROSSLAND E,555 ROSSLAND RD E L1K-1K8 OSHAWA,OSHAWA,Daily Keno,27-Apr-2023,10000.0
CIRCLE K #66087 - ROSSLAND E,555 ROSSLAND RD E L1K-1K8 OSHAWA,OSHAWA,Lottario,04-Mar-2023,10000.0
CIRCLE K #66123 - BLOOR,2244 BLOOR ST W M6S-1N6 TORONTO,TORONTO,Lotto 649,29-Jul-2023,10000.0
CIRCLE K STORE #1800 - PORT ELGIN,176 GODERICH ST N0H-2C3 PORT ELGIN,ELGIN,CASH IN,31-2367,10000.0
CNIB - CARLINGWOOD MALL,2121 CARLING AVE K2A-1H2 OTTAWA,OTTAWA,THE BIG SPIN,31-3108,10000.0
CNIB WM - CAMBRIDGE,22 PINEBUSH RD N1R-8K5 CAMBRIDGE,CAMBRIDGE,Lottario,15-Jul-2023,10000.0
CNIB WM - MILTON,1280 STEELES AVE E L9T-6R1 MILTON,MILTON,Encore - Lotto Max,23-May-2023,10000.0
CNIB WM - ORILLIA,175 MURPHY RD L3V-0B5 ORILLIA,ORILLIA,Lottario,04-Mar-2023,10000.0
CNIB WM KANATA,5357 FERNBANK RD K2S-1B6 STITTSVILLE,STITTSVILLE,Encore - Lotto Max,26-May-2023,10000.0
CNIB WM-CENTENNIAL PKWY,510 CENTENNIAL PKY N L8E-0G2 HAMILTON,HAMILTON,Encore - Lotto Max,02-Jun-2023,10000.0
COLLEGE VARIETY PLUS,830 COLLEGE ST M6G-1C8 TORONTO,TORONTO,Encore - 649,29-Mar-2023,10000.0
COMMISSO BAKERY,8 KINCORT ST M6M-3E1 YORK,YORK,Lottario,08-Apr-2023,10000.0
COMPLETE MART,1200 YORK MILLS RD M3A-1X8 NORTH YORK,YORK,Encore - 649,01-Mar-2023,10000.0
CORNER MARKET,1015 DUNDAS ST N5W-3A4 LONDON,LONDON,Lottario,13-May-2023,10000.0
D.M. KITCHEN FOOD FAIR #112,2890 STEELES AVE E L3T-4X1 THORNHILL,THORNHILL,CROSS DELUXE,31-3351,10000.0
DAISY MART,1420 ERNEST AVE N6E-2H8 LONDON,LONDON,Daily Keno,10-Apr-2023,10000.0
DAISY MART,20962 DALTON RD L0E-1R0 SUTTON WEST,WEST,Encore - 649,12-Jul-2023,10000.0
DAISY MART,258 MILL ST N4S-2X4 WOODSTOCK,WOODSTOCK,Encore - 649,08-Mar-2023,10000.0
DAISY MART,272 DUNDAS ST E M5A-1Z9 TORONTO,TORONTO,Encore - 649,14-Jun-2023,10000.0
DAISY MART,512 KINGSTON RD L1V-1A6 PICKERING,PICKERING,Encore - Lottario,03-Jun-2023,10000.0
DAISY MART #81713,1084 REST ACRES RD N3L-0B5 PARIS,PARIS,Encore - 649,15-Apr-2023,10000.0
DAISY MART #85033,23 MAIN L9M-1S6 PENETANGUISHENE,PENETANGUISHENE,Lottario,08-Apr-2023,10000.0
DOG STAR SERVICES,418 MOYNEUR RD P0K-1M0 MATACHEWAN,MATACHEWAN,Lottario,22-Apr-2023,10000.0
DOLLAR POWER PLUS,640 EGLINTON AVE W L5R-3V2 MISSISSAUGA,MISSISSAUGA,Encore - Lotto Max,20-Jun-2023,10000.0
DOLLARCADE,3413 FIELDGATE DR L4X-2J4 MISSISSAUGA,MISSISSAUGA,Encore - Lotto Max,04-Apr-2023,10000.0
DOVERCLIFFE SHOPPERS MART,50 DOVERCLIFFE RD N1G-3A6 GUELPH,GUELPH,Lotto 649,01-Jul-2023,10000.0
DRAGON SUPERMARKET,1367 DANFORTH AVE M4J-1N1 TORONTO,TORONTO,Daily Keno,03-Jul-2023,10000.0
DUFFERIN HUSKY,3660 DUFFERIN ST M3K-1N8 NORTH YORK,YORK,Pick 4,22-Jul-2023,10000.0
EASTGATE TUCK SHOP,45 BARLAKE AVE L8E-3R6 HAMILTON,HAMILTON,PLINKO,31-2280,10000.0
EASTVIEW PHARMACY,573 KING ST E L1H-1G3 OSHAWA,OSHAWA,Pick 4,14-Apr-2023,10000.0
ELMVALE PHARMASAVE,70 YONGE ST S L0L-1P0 ELMVALE,ELMVALE,Encore - 649,22-Apr-2023,10000.0
ERIN ESSO,61 MAIN ST N0B-1T0 ERIN,ERIN,Encore - 649,10-Jun-2023,10000.0
ERSKINE TUCK SHOP,140 ERSKINE AVE M4P-1Z2 TORONTO,TORONTO,Pick 4,27-May-2023,10000.0
ESSO GAS STATION / EXPRESS MART,12891 YONGE ST L4E-3M7 RICHMOND HILL,HILL,Lottario,20-May-2023,10000.0
ESSO SNACK EXPRESS,161 HWY 17 E P0M-3C0 WAHNAPITAE,WAHNAPITAE,Lottario,13-May-2023,10000.0
ESSO/CIRCLE K #52423,632 BURNHAMTHORPE RD W L5B-2C4 MISSISSAUGA,MISSISSAUGA,Encore - 649,18-Mar-2023,10000.0
ESSO/CIRCLE K #52493,1903 DUNDAS ST E L1N-2L5 WHITBY,WHITBY,Daily Keno,19-Apr-2023,10000.0
ESSO/CIRCLE K #52505,2 BRYNE DR L4N-9Y4 BARRIE,BARRIE,THE BIG SPIN,31-3108,10000.0
ESSO/CIRCLE K #52668,3600 SHEPPARD AVE E M1T-3K7 SCARBOROUGH,SCARBOROUGH,Daily Keno,28-May-2023,10000.0
ESSO/CIRCLE K# 52272,140 KENNEDY RD N L6V-2N4 BRAMPTON,BRAMPTON,Daily Keno,21-Jul-2023,10000.0
ESSO/CIRCLE K# 52280,280 SCARLETT RD M9A-4S4 ETOBICOKE,ETOBICOKE,Encore - Lotto Max,21-Mar-2023,10000.0
ESSO/CIRCLE K# 52408,2485 BLOOR ST W M6S-1P7 TORONTO,TORONTO,Lotto 649,01-Jul-2023,10000.0
ESSO/CIRCLE K# 52501,1615 ELLESMERE RD M1P-2Y3 SCARBOROUGH,SCARBOROUGH,Daily Keno,04-Apr-2023,10000.0
ESSO/CIRCLE K# 52544,1185 DIVISION ST K7K-5W3 KINGSTON,KINGSTON,Lottario,18-Mar-2023,10000.0
